ticker	t	n_	n	p_	p	n_buy	n_sell	n_dvdnd	n_cmpns	n_delta	n_hld	cst_buy	cst_sell	prc_b	prc_s	v_dividend	prft_cmpns	prft_delta	prft_hld	prft_dvdnd	fee	profit	value
~cash	2020-10-05 07:00	0	2000	1	1	0	0	0	0	0	0	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-05 08:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-05 09:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-05 10:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-05 11:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-05 12:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-05 13:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-05 14:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-05 15:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-06 07:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-06 08:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-06 09:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-06 10:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-06 11:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-06 12:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-06 13:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-06 14:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-06 15:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-07 07:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-07 08:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-07 09:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-07 10:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-07 11:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-07 12:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-07 13:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-07 14:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-07 15:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-08 07:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-08 08:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-08 09:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-08 10:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-08 11:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-08 12:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-08 13:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-08 14:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-08 15:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-09 07:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-09 08:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-09 09:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-09 10:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-09 11:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-09 12:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
~cash	2020-10-09 13:00	2000	2000	1	1	0	0	0	0	0	2000	0	0			0	0	0	0	0	0.0	0.0	2000
